# Region type : faceZone InSurface
# Faces  :      548
# Area   :      4.17307897e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.002           
185.802         	2.06203580e-01
186.002         	2.06203580e-01
186.202         	2.00672947e-01
186.402         	2.00672947e-01
186.602         	2.00341779e-01
186.802         	2.00341779e-01
187.002         	2.00341779e-01
187.202         	1.98635658e-01
187.402         	1.98635658e-01
187.602         	2.01852500e-01
187.802         	2.01852500e-01
188.002         	2.01852500e-01
188.202         	2.09009043e-01
188.402         	2.09009043e-01
188.602         	2.15047965e-01
188.802         	2.15047965e-01
189.002         	2.15047965e-01
189.202         	2.15735937e-01
189.402         	2.15735937e-01
189.602         	2.07699624e-01
189.802         	2.07699624e-01
190.002         	2.07699624e-01
190.202         	1.96795128e-01
190.402         	1.96795128e-01
190.602         	1.96319357e-01
190.802         	1.96319357e-01
191.002         	1.96319357e-01
191.202         	1.98821220e-01
191.402         	1.98821220e-01
191.602         	2.01543606e-01
191.802         	2.01543606e-01
192.002         	2.01543606e-01
192.202         	2.08752328e-01
192.402         	2.08752328e-01
192.602         	2.15910919e-01
192.802         	2.15910919e-01
193.002         	2.15910919e-01
193.202         	2.21374409e-01
193.402         	2.21374409e-01
193.602         	2.21023054e-01
193.802         	2.21023054e-01
194.002         	2.21023054e-01
194.202         	2.10558481e-01
